continent.country.region,Freq,continent,country,region,iso2c,iso3c,latitude_country,longitude_country,latitude_region,longitude_region,locality_revgeo,administrative_area_level_1_revgeo,administrative_area_level_2_revgeo,country_revgeo,state_revgeo_natearth,country_revgeo_natearth,,
Africa / Botswana / Pitsane,12,Africa,Botswana,Pitsane,BW,BWA,-22.18402031,23.7985373,-25.4698831,25.6036327,Pitsane,Southern District,Barolong,Botswana,Southern,Botswana,TRUE,
Africa / Botswana / Rakhuna,1,Africa,Botswana,Rakhuna,BW,BWA,-22.18402031,23.7985373,-25.559139,25.5829107,Rakhuna,Southern District,Barolong,Botswana,Southern,Botswana,TRUE,
Africa / Botswana / Rakops,7,Africa,Botswana,Rakops,BW,BWA,-22.18402031,23.7985373,-21.0299906,24.3995073,Rakops,Central District,Boteti,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Ramatlabama,3,Africa,Botswana,Ramatlabama,BW,BWA,-22.18402031,23.7985373,-25.6373792,25.5473838,Ramatlabama,Southern District,Barolong,Botswana,Southern,Botswana,TRUE,
Africa / Botswana / Ramokgwebana,8,Africa,Botswana,Ramokgwebana,BW,BWA,-22.18402031,23.7985373,-20.5910692,27.6493515,Ramokgwebana,North-East District,North East District,Botswana,North-East,Botswana,TRUE,
Africa / Botswana / Ramotswa,16,Africa,Botswana,Ramotswa,BW,BWA,-22.18402031,23.7985373,-24.8705652,25.8640062,Ramotswa,South-East District,Gaborone,Botswana,South-East,Botswana,TRUE,
Africa / Botswana / Rasesa,7,Africa,Botswana,Rasesa,BW,BWA,-22.18402031,23.7985373,-24.3775991,26.0735078,Rasesa,Kgatleng District,Kgatleng,Botswana,Kgatleng,Botswana,TRUE,
Africa / Botswana / Sekakakngwe,6,Africa,Botswana,Sekakakngwe,BW,BWA,-22.18402031,23.7985373,-22.18402031,23.7985373,NA,Ghanzi District,CKGR,Botswana,Ghanzi,Botswana,TRUE,
Africa / Botswana / selebe phikwe,1,Africa,Botswana,selebe phikwe,BW,BWA,-22.18402031,23.7985373,-22.0028763,27.8428651,Selebi Phikwe,Central District,Selebi-Phikwe,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Selebi phikwe,5,Africa,Botswana,Selebi phikwe,BW,BWA,-22.18402031,23.7985373,-22.0028763,27.8428651,Selebi Phikwe,Central District,Selebi-Phikwe,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Selebi Phikwe,45,Africa,Botswana,Selebi Phikwe,BW,BWA,-22.18402031,23.7985373,-22.0028763,27.8428651,Selebi Phikwe,Central District,Selebi-Phikwe,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Selibe Phikwe,4,Africa,Botswana,Selibe Phikwe,BW,BWA,-22.18402031,23.7985373,-22.0028763,27.8428651,Selebi Phikwe,Central District,Selebi-Phikwe,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Seolwane,3,Africa,Botswana,Seolwane,BW,BWA,-22.18402031,23.7985373,-24.7427546,29.9899512,Seolwane,Limpopo,Southern,South Africa,Limpopo,South Africa,FALSE,OK to remove
Africa / Botswana / Serowe,73,Africa,Botswana,Serowe,BW,BWA,-22.18402031,23.7985373,-22.4036831,26.7142835,Serowe,Central District,Serowe,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Shadishadi,2,Africa,Botswana,Shadishadi,BW,BWA,-22.18402031,23.7985373,-23.4767672,25.6703794,NA,Kweneng District,Kweneng East,Botswana,Kweneng,Botswana,TRUE,
Africa / Botswana / Sikwane,2,Africa,Botswana,Sikwane,BW,BWA,-22.18402031,23.7985373,-24.6327013,26.4016834,Sikwane,Kgatleng District,Kgatleng,Botswana,North West,South Africa,FALSE,
Africa / Botswana / Sojwe,4,Africa,Botswana,Sojwe,BW,BWA,-22.18402031,23.7985373,-23.4393092,25.7516025,Sojwe,Kweneng District,Kweneng East,Botswana,Kweneng,Botswana,TRUE,
Africa / Botswana / South East,181,Africa,Botswana,South East,BW,BWA,-22.18402031,23.7985373,-24.9366094,25.8048521,NA,South-East District,South East,Botswana,South-East,Botswana,TRUE,
Africa / Botswana / Southern,9,Africa,Botswana,Southern,BW,BWA,-22.18402031,23.7985373,-24.823384,24.7142918,NA,Southern District,Jwaneng District,Botswana,Southern,Botswana,TRUE,
Africa / Botswana / Southern East,422,Africa,Botswana,Southern East,BW,BWA,-22.18402031,23.7985373,-24.9366094,25.8048521,NA,South-East District,South East,Botswana,South-East,Botswana,TRUE,
Africa / Botswana / Sowa,3,Africa,Botswana,Sowa,BW,BWA,-22.18402031,23.7985373,-20.5628814,26.1772994,Sowa,Central District,Sowa,Botswana,Sowa,Botswana,TRUE,
Africa / Botswana / Tatisiding,1,Africa,Botswana,Tatisiding,BW,BWA,-22.18402031,23.7985373,-21.2795511,27.4908738,Tati Siding,North-East District,Francistown,Botswana,North-East,Botswana,TRUE,
Africa / Botswana / Thabala,2,Africa,Botswana,Thabala,BW,BWA,-22.18402031,23.7985373,-22.4899329,26.4282413,Thabala,Central District,Mahalapye,Botswana,Central,Botswana,TRUE,
Africa / Botswana / Tlhareseleele,5,Africa,Botswana,Tlhareseleele,BW,BWA,-22.18402031,23.7985373,-25.4833329,25.633333,NA,Southern District,Barolong,Botswana,Southern,Botswana,TRUE,
Africa / Botswana / Tlokweng,5,Africa,Botswana,Tlokweng,BW,BWA,-22.18402031,23.7985373,-24.6679808,25.9763625,Gaborone,South-East District,Gaborone,Botswana,Gaborone,Botswana,TRUE,
Africa / Botswana / Tshesebe,1,Africa,Botswana,Tshesebe,BW,BWA,-22.18402031,23.7985373,-20.7321921,27.5906715,Tshesebe,North-East District,North East District,Botswana,North-East,Botswana,TRUE,
Africa / Botswana / Tshidilamolomo,3,Africa,Botswana,Tshidilamolomo,BW,BWA,-22.18402031,23.7985373,-25.8314614,24.6846064,Tshidilamolomo,North West,Ngaka Modiri Molema,South Africa,North West,South Africa,FALSE,
Africa / Botswana / Werda,2,Africa,Botswana,Werda,BW,BWA,-22.18402031,23.7985373,-25.2661646,23.2781528,Werda,Kgalagadi District,Kgalagadi South,Botswana,North West,South Africa,FALSE,
Africa / Burkina Faso / Banfora,1,Africa,Burkina Faso,Banfora,BF,BFA,12.26953681,-1.7545684,10.6400163,-4.7588042,Banfora,Cascades Region,Comoe,Burkina Faso,Comoé,Burkina Faso,TRUE,
Africa / Burkina Faso / Batie,1,Africa,Burkina Faso,Batie,BF,BFA,12.26953681,-1.7545684,9.8760685,-2.9209069,Batie,Sud-Ouest Region,Noumbiel,Burkina Faso,Noumbiel,Burkina Faso,TRUE,
Africa / Burkina Faso / Batié,6,Africa,Burkina Faso,Batié,BF,BFA,12.26953681,-1.7545684,9.8760685,-2.9209069,Batie,Sud-Ouest Region,Noumbiel,Burkina Faso,Noumbiel,Burkina Faso,TRUE,
Africa / Burkina Faso / Bobo Dioulasso,366,Africa,Burkina Faso,Bobo Dioulasso,BF,BFA,12.26953681,-1.7545684,11.1649219,-4.3051542,Bobo-Dioulasso,Hauts-Bassins Region,Houet,Burkina Faso,Houet,Burkina Faso,TRUE,
Africa / Burkina Faso / Boromo,4,Africa,Burkina Faso,Boromo,BF,BFA,12.26953681,-1.7545684,11.7459813,-2.930081,Boromo,Boucle du Mouhoun Region,Bale,Burkina Faso,Balé,Burkina Faso,TRUE,
Africa / Burkina Faso / Dandé,1,Africa,Burkina Faso,Dandé,BF,BFA,12.26953681,-1.7545684,11.584275,-4.5582421,NA,Hauts-Bassins Region,Houet,Burkina Faso,Houet,Burkina Faso,TRUE,
Africa / Burkina Faso / Dano,5,Africa,Burkina Faso,Dano,BF,BFA,12.26953681,-1.7545684,11.1490462,-3.0601241,Dano,Sud-Ouest Region,Loba,Burkina Faso,Ioba,Burkina Faso,TRUE,
Africa / Burkina Faso / Diebougou,2,Africa,Burkina Faso,Diebougou,BF,BFA,12.26953681,-1.7545684,10.9578957,-3.2432781,Diebougou,Sud-Ouest Region,Bougouriba,Burkina Faso,Bougouriba,Burkina Faso,TRUE,
Africa / Burkina Faso / Gaoua,1,Africa,Burkina Faso,Gaoua,BF,BFA,12.26953681,-1.7545684,10.3231036,-3.1679257,Gaoua,Sud-Ouest Region,Poni,Burkina Faso,Poni,Burkina Faso,TRUE,
Africa / Burkina Faso / Houndé,7,Africa,Burkina Faso,Houndé,BF,BFA,12.26953681,-1.7545684,11.4894238,-3.523092,Hounde,Hauts-Bassins Region,Tuy,Burkina Faso,Tuy,Burkina Faso,TRUE,
Africa / Burkina Faso / Loumbila,39,Africa,Burkina Faso,Loumbila,BF,BFA,12.26953681,-1.7545684,12.516667,-1.383333,NA,Plateau-Central Region,Oubritenga,Burkina Faso,Oubritenga,Burkina Faso,TRUE,
Africa / Burkina Faso / N'Dorola,6,Africa,Burkina Faso,N'Dorola,BF,BFA,12.26953681,-1.7545684,11.7641939,-4.8176779,N'dorola,Hauts-Bassins Region,Kenedougou,Burkina Faso,Kénédougou,Burkina Faso,TRUE,
Africa / Burkina Faso / NA,1,Africa,Burkina Faso,NA,BF,BFA,12.26953681,-1.7545684,12.26953681,-1.7545684,NA,Centre Region,Kadiogo,Burkina Faso,Kadiogo,Burkina Faso,TRUE,
Africa / Burkina Faso / Orodara,3,Africa,Burkina Faso,Orodara,BF,BFA,12.26953681,-1.7545684,10.9808313,-4.9091329,Orodara,Hauts-Bassins Region,Kenedougou,Burkina Faso,Kénédougou,Burkina Faso,TRUE,
Africa / Burkina Faso / Ouagadougou,143,Africa,Burkina Faso,Ouagadougou,BF,BFA,12.26953681,-1.7545684,12.3714277,-1.5196603,Ouagadougou,Centre Region,Kadiogo,Burkina Faso,Kadiogo,Burkina Faso,TRUE,
Africa / Burkina Faso / Ziniare,1,Africa,Burkina Faso,Ziniare,BF,BFA,12.26953681,-1.7545684,12.5840501,-1.2987349,Ziniare,Plateau-Central Region,Oubritenga,Burkina Faso,Oubritenga,Burkina Faso,TRUE,
Africa / Burundi / NA,63,Africa,Burundi,NA,BI,BDI,-3.35939257,29.8751201,-3.35939257,29.8751201,Kibogoye,Gitega,Commune de Giheta,Burundi,Gitega,Burundi,TRUE,
Africa / Cameroon / Adamaoua,16,Africa,Cameroon,Adamaoua,CM,CMR,5.69110296,12.73964266,6.9181954,12.8054753,NA,Adamawa,Djerem,Cameroon,Adamawa,Cameroon,TRUE,
Africa / Cameroon / Ambam,1,Africa,Cameroon,Ambam,CM,CMR,5.69110296,12.73964266,2.3815417,11.2665498,Ambam,South,Vallee du Ntem,Cameroon,South,Cameroon,TRUE,
Africa / Cameroon / Bafoussam,3,Africa,Cameroon,Bafoussam,CM,CMR,5.69110296,12.73964266,5.4815596,10.4271347,Bafoussam,West,Mifi,Cameroon,West,Cameroon,TRUE,
Africa / Cameroon / Centre,26,Africa,Cameroon,Centre,CM,CMR,5.69110296,12.73964266,4.6298411,11.7068294,NA,Centre,Mbam-et-Kim,Cameroon,Centre,Cameroon,TRUE,
Africa / Cameroon / CENTRE Region,29,Africa,Cameroon,CENTRE Region,CM,CMR,5.69110296,12.73964266,4.6298411,11.7068294,NA,Centre,Mbam-et-Kim,Cameroon,Centre,Cameroon,TRUE,
Africa / Cameroon / Douala,30,Africa,Cameroon,Douala,CM,CMR,5.69110296,12.73964266,4.0510564,9.7678687,Douala,Littoral,Wouri,Cameroon,Littoral,Cameroon,TRUE,
Africa / Cameroon / Dschang,1,Africa,Cameroon,Dschang,CM,CMR,5.69110296,12.73964266,5.4459387,10.0471549,Dschang,West,Menoua,Cameroon,West,Cameroon,TRUE,
Africa / Cameroon / East Region,42,Africa,Cameroon,East Region,CM,CMR,5.69110296,12.73964266,3.9505128,13.914399,NA,East,Kadei,Cameroon,East,Cameroon,TRUE,
Africa / Cameroon / Ebolowa,8,Africa,Cameroon,Ebolowa,CM,CMR,5.69110296,12.73964266,2.9262958,11.1560732,Ebolowa,South,Mvila,Cameroon,South,Cameroon,TRUE,
Africa / Cameroon / Far North,10,Africa,Cameroon,Far North,CM,CMR,5.69110296,12.73964266,10.6315589,14.6587821,NA,Far North,Mayo-Kani,Cameroon,Far North,Cameroon,TRUE,
Africa / Cameroon / Garoua,27,Africa,Cameroon,Garoua,CM,CMR,5.69110296,12.73964266,9.3226016,13.393389,Garoua,North,Bénoué,Cameroon,North,Cameroon,TRUE,
Africa / Cameroon / Kribi,1,Africa,Cameroon,Kribi,CM,CMR,5.69110296,12.73964266,2.9405941,9.9101915,Kribi,South,Ocean,Cameroon,South,Cameroon,TRUE,
Africa / Cameroon / Littoral,97,Africa,Cameroon,Littoral,CM,CMR,5.69110296,12.73964266,4.1682138,10.0807298,NA,Littoral,Nkam,Cameroon,Littoral,Cameroon,TRUE,
Africa / Cameroon / Sangmelima,1,Africa,Cameroon,Sangmelima,CM,CMR,5.69110296,12.73964266,2.9372148,11.9861694,Sangmelima,South,Dja-Et-Lobo,Cameroon,South,Cameroon,TRUE,
Africa / Cameroon / South,8,Africa,Cameroon,South,CM,CMR,5.69110296,12.73964266,2.7202832,11.7068294,NA,South,Mvila,Cameroon,South,Cameroon,TRUE,
Africa / Cameroon / SOUTH East Region,43,Africa,Cameroon,SOUTH East Region,CM,CMR,5.69110296,12.73964266,2.7202832,11.7068294,NA,South,Mvila,Cameroon,South,Cameroon,TRUE,
Africa / Cameroon / SOUTH West Region,33,Africa,Cameroon,SOUTH West Region,CM,CMR,5.69110296,12.73964266,5.1573493,9.3673084,NA,Southwest,Meme,Cameroon,Southwest,Cameroon,TRUE,
Africa / Cameroon / West Region,35,Africa,Cameroon,West Region,CM,CMR,5.69110296,12.73964266,5.4638158,10.8000051,NA,West,Noun,Cameroon,West,Cameroon,TRUE,
Africa / Cameroon / Yaounde,122,Africa,Cameroon,Yaounde,CM,CMR,5.69110296,12.73964266,3.8480325,11.5020752,Yaoundé,Centre,Mfoundi,Cameroon,Centre,Cameroon,TRUE,
Africa / Cameroon / Yaoundé,21,Africa,Cameroon,Yaoundé,CM,CMR,5.69110296,12.73964266,3.8480325,11.5020752,Yaoundé,Centre,Mfoundi,Cameroon,Centre,Cameroon,TRUE,
Africa / Cape Verde / Brava,4,Africa,Cape Verde,Brava,CV,CPV,15.95518822,-23.95990969,14.8444438,-24.7024179,NA,Brava,NA,Cape Verde,Brava,Cape Verde,TRUE,
Africa / Cape Verde / Fogo,4,Africa,Cape Verde,Fogo,CV,CPV,15.95518822,-23.95990969,14.9133487,-24.3816818,NA,Sao Filipe,NA,Cape Verde,Santa Catarina do Fogo,Cape Verde,TRUE,
Africa / Cape Verde / Maio,5,Africa,Cape Verde,Maio,CV,CPV,15.95518822,-23.95990969,15.2003098,-23.1679793,NA,Maio,NA,Cape Verde,Maio,Cape Verde,TRUE,
Africa / Cape Verde / Mindelo,18,Africa,Cape Verde,Mindelo,CV,CPV,15.95518822,-23.95990969,16.8765457,-24.9813499,Mindelo,São Vicente,NA,Cape Verde,São Vicente,Cape Verde,TRUE,
Africa / Cape Verde / Praia,29,Africa,Cape Verde,Praia,CV,CPV,15.95518822,-23.95990969,14.93305,-23.5133267,Praia,Praia,NA,Cape Verde,Praia,Cape Verde,TRUE,
Africa / Cape Verde / Santiago,183,Africa,Cape Verde,Santiago,CV,CPV,15.95518822,-23.95990969,15.0852627,-23.6204644,NA,São Lourenço dos Órgãos,NA,Cape Verde,São Salvador do Mundo,Cape Verde,TRUE,
Africa / Central African Republic / Bayanga,11,Africa,Central African Republic,Bayanga,CF,CAF,6.56823003,20.46826364,2.9017408,16.2698669,Bayanga,Sangha-Mbaéré,Bayanga,Central African Republic,Sangha-Mbaéré,Central African Republic,TRUE,
Africa / Central African Republic / NA,53,Africa,Central African Republic,NA,CF,CAF,6.56823003,20.46826364,6.56823003,20.46826364,NA,Ouaka,Bakala,Central African Republic,Ouaka Prefecture,Central African Republic,TRUE,
Africa / Chad / N'Djamena,32,Africa,Chad,N'Djamena,TD,TCD,15.33333336,18.64493211,12.1348457,15.0557415,N'Djamena,N'Djamena,N'Djaména,Chad,N'Djamena,Chad,TRUE,
Africa / Comoros / Fomboni,9,Africa,Comoros,Fomboni,KM,COM,-11.87777573,43.68238096,-12.2914287,43.7429863,Fomboni,Mwali,Fomboni,Comoros,Mohéli,Comoros,TRUE,
Africa / Comoros / Moheli,3,Africa,Comoros,Moheli,KM,COM,-11.87777573,43.68238096,-12.3377376,43.7334089,NA,Mwali,Fomboni,Comoros,Mohéli,Comoros,TRUE,
Africa / Comoros / Monimoimdji,1,Africa,Comoros,Monimoimdji,KM,COM,-11.87777573,43.68238096,-12.3534847,43.7324546,NA,Mwali,Nioumachoua,Comoros,Mohéli,Comoros,TRUE,
Africa / Comoros / Mouzdalifa-Moheli,1,Africa,Comoros,Mouzdalifa-Moheli,KM,COM,-11.87777573,43.68238096,-12.3377376,43.7334089,NA,Mwali,Fomboni,Comoros,Mohéli,Comoros,TRUE,
Africa / Comoros / Ngazidja,3,Africa,Comoros,Ngazidja,KM,COM,-11.87777573,43.68238096,-11.7167338,43.3680788,NA,Ngazidja,Oichili,Comoros,Andjazîdja,Comoros,TRUE,
Africa / Congo - Brazzaville / Bacongo,6,Africa,Congo - Brazzaville,Bacongo,CG,COG,-0.83788172,15.21965722,-4.2955851,15.2458111,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Brazzaville,360,Africa,Congo - Brazzaville,Brazzaville,CG,COG,-0.83788172,15.21965722,-4.2633597,15.2428853,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Djiri,1,Africa,Congo - Brazzaville,Djiri,CG,COG,-0.83788172,15.21965722,-4.1807861,15.2529263,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Kintele,7,Africa,Congo - Brazzaville,Kintele,CG,COG,-0.83788172,15.21965722,-4.1515455,15.3359426,NA,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Madibou,1,Africa,Congo - Brazzaville,Madibou,CG,COG,-0.83788172,15.21965722,-4.3109519,15.1871929,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Makelekele,2,Africa,Congo - Brazzaville,Makelekele,CG,COG,-0.83788172,15.21965722,-4.2689164,15.2136302,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Mfilou,2,Africa,Congo - Brazzaville,Mfilou,CG,COG,-0.83788172,15.21965722,-4.2538193,15.231379,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Moungali,9,Africa,Congo - Brazzaville,Moungali,CG,COG,-0.83788172,15.21965722,-4.2481122,15.2604409,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / NA,43,Africa,Congo - Brazzaville,NA,CG,COG,-0.83788172,15.21965722,-0.83788172,15.21965722,NA,Cuvette-Ouest,Ewo,Congo - Brazzaville,Cuvette,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Ouenze,17,Africa,Congo - Brazzaville,Ouenze,CG,COG,-0.83788172,15.21965722,-4.2452176,15.2809247,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Potopoto,3,Africa,Congo - Brazzaville,Potopoto,CG,COG,-0.83788172,15.21965722,-4.2740288,15.2677562,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Brazzaville / Talangai,10,Africa,Congo - Brazzaville,Talangai,CG,COG,-0.83788172,15.21965722,-4.217871,15.2838511,Brazzaville,Brazzaville,NA,Congo - Brazzaville,Brazzaville,Congo - Brazzaville,TRUE,
Africa / Congo - Kinshasa / Bukavu,143,Africa,Congo - Kinshasa,Bukavu,CD,COD,-2.87746013,23.64395637,-2.5123017,28.8480284,Bukavu,South-Kivu,Rusizi,Congo - Kinshasa,South Kivu,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Haut-katanga,4,Africa,Congo - Kinshasa,Haut-katanga,CD,COD,-2.87746013,23.64395637,-11.0646485,27.5495846,NA,Haut-Katanga,Kasenga,Congo - Kinshasa,Katanga,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Haut-Katanga,4,Africa,Congo - Kinshasa,Haut-Katanga,CD,COD,-2.87746013,23.64395637,-11.0646485,27.5495846,NA,Haut-Katanga,Kasenga,Congo - Kinshasa,Katanga,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Haut-Uélé,13,Africa,Congo - Kinshasa,Haut-Uélé,CD,COD,-2.87746013,23.64395637,3.5845154,28.299435,NA,Haut-Uélé,Niangara,Congo - Kinshasa,Orientale,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Haut Katanga,2,Africa,Congo - Kinshasa,Haut Katanga,CD,COD,-2.87746013,23.64395637,-11.0646485,27.5495846,NA,Haut-Katanga,Kasenga,Congo - Kinshasa,Katanga,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Kinshasa,637,Africa,Congo - Kinshasa,Kinshasa,CD,COD,-2.87746013,23.64395637,-4.4419311,15.2662931,Kinshasa,Kinshasa,NA,Congo - Kinshasa,Kinshasa,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Kisantu,1,Africa,Congo - Kinshasa,Kisantu,CD,COD,-2.87746013,23.64395637,-5.1382186,15.0908147,Kisantu,Kongo Central,NA,Congo - Kinshasa,Kongo Central,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Kongo-Central,24,Africa,Congo - Kinshasa,Kongo-Central,CD,COD,-2.87746013,23.64395637,-5.2365685,13.914399,NA,Kongo-Central,Luozi,Congo - Kinshasa,Kongo Central,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Kongo central,28,Africa,Congo - Kinshasa,Kongo central,CD,COD,-2.87746013,23.64395637,-4.038333,21.758664,NA,Kasaï,Mweka,Congo - Kinshasa,Kasaï-Occidental,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Kongo Central,2,Africa,Congo - Kinshasa,Kongo Central,CD,COD,-2.87746013,23.64395637,-4.038333,21.758664,NA,Kasaï,Mweka,Congo - Kinshasa,Kasaï-Occidental,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Kwilu,1,Africa,Congo - Kinshasa,Kwilu,CD,COD,-2.87746013,23.64395637,-4.4863479,18.4276047,NA,Kwilu,Bulungu,Congo - Kinshasa,Bandundu,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Lualaba,2,Africa,Congo - Kinshasa,Lualaba,CD,COD,-2.87746013,23.64395637,-10.48087,25.634159,NA,Lualaba,Mutshatsha,Congo - Kinshasa,Katanga,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / NA,2,Africa,Congo - Kinshasa,NA,CD,COD,-2.87746013,23.64395637,-2.87746013,23.64395637,NA,Sankuru,Katako-Kombe,Congo - Kinshasa,Kasaï-Oriental,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Nord-Kivu,19,Africa,Congo - Kinshasa,Nord-Kivu,CD,COD,-2.87746013,23.64395637,-0.7917729,29.0459927,NA,Nord-Kivu,Walikale,Congo - Kinshasa,North Kivu,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Sud-Kivu,1,Africa,Congo - Kinshasa,Sud-Kivu,CD,COD,-2.87746013,23.64395637,-3.011658,28.299435,NA,Sud-Kivu,Mwenga,Congo - Kinshasa,South Kivu,Congo - Kinshasa,TRUE,
Africa / Congo - Kinshasa / Sud Kivu,9,Africa,Congo - Kinshasa,Sud Kivu,CD,COD,-2.87746013,23.64395637,-3.011658,28.299435,NA,Sud-Kivu,Mwenga,Congo - Kinshasa,South Kivu,Congo - Kinshasa,TRUE,
Africa / Côte d’Ivoire / Beoumi,2,Africa,Côte d’Ivoire,Beoumi,CI,CIV,7.62842868,-5.56921598,7.6730918,-5.5722297,Beoumi,Vallée du Bandama District,Béoumi,Côte d’Ivoire,Vallée du Bandama,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Bouafle,8,Africa,Côte d’Ivoire,Bouafle,CI,CIV,7.62842868,-5.56921598,6.9827437,-5.7405139,Bouafle,Sassandra-Marahoué District,Bouafle,Côte d’Ivoire,Marahoué,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Bouake,122,Africa,Côte d’Ivoire,Bouake,CI,CIV,7.62842868,-5.56921598,7.690466,-5.0390536,Bouake,Vallée du Bandama District,Bouaké Department,Côte d’Ivoire,Vallée du Bandama,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Bouaké,45,Africa,Côte d’Ivoire,Bouaké,CI,CIV,7.62842868,-5.56921598,7.690466,-5.0390536,Bouake,Vallée du Bandama District,Bouaké Department,Côte d’Ivoire,Vallée du Bandama,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Brobo,1,Africa,Côte d’Ivoire,Brobo,CI,CIV,7.62842868,-5.56921598,7.641022,-4.826908,NA,Vallée du Bandama District,Bouaké Department,Côte d’Ivoire,Vallée du Bandama,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Dabakala,1,Africa,Côte d’Ivoire,Dabakala,CI,CIV,7.62842868,-5.56921598,8.3662588,-4.433644,Dabakala,Vallée du Bandama District,Dabakala,Côte d’Ivoire,Vallée du Bandama,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Dimbokro,2,Africa,Côte d’Ivoire,Dimbokro,CI,CIV,7.62842868,-5.56921598,6.6574752,-4.7122337,Dimbokro,Lacs District,Dimbokro,Côte d’Ivoire,N'zi-Comoé,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Ferkessedougou,2,Africa,Côte d’Ivoire,Ferkessedougou,CI,CIV,7.62842868,-5.56921598,9.5842012,-5.1953554,Ferkessédougou,Savanes District,Ferkessédougou Department,Côte d’Ivoire,Savanes,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Guiglo,1,Africa,Côte d’Ivoire,Guiglo,CI,CIV,7.62842868,-5.56921598,6.5490578,-7.4976536,Guiglo,Moyen-Cavally,Guiglo,Côte d’Ivoire,Moyen-Cavally,Côte d’Ivoire,TRUE,
Africa / Côte d’Ivoire / Katiola,1,Africa,Côte d’Ivoire,Katiola,CI,CIV,7.62842868,-5.56921598,8.1402266,-5.0963141,Katiola,Vallée du Bandama District,Niakaramandougou,Côte d’Ivoire,Vallée du Bandama,Côte d’Ivoire,TRUE,
