"type","age","date","count"
"cases","55-64",2021-04-04,129
"cases","65-74",2021-04-04,48
"cases","75-84",2021-04-04,33
"cases","85+",2021-04-04,17
"cases","0-5",2021-04-05,46
"cases","6-17",2021-04-05,538
"cases","18-54",2021-04-05,1309
"cases","55-64",2021-04-05,155
"cases","65-74",2021-04-05,67
"cases","75-84",2021-04-05,31
"cases","85+",2021-04-05,37
"cases","0-5",2021-04-06,51
"cases","6-17",2021-04-06,448
"cases","18-54",2021-04-06,1658
"cases","55-64",2021-04-06,210
"cases","65-74",2021-04-06,86
"cases","75-84",2021-04-06,43
"cases","85+",2021-04-06,33
"cases","0-5",2021-04-07,52
"cases","6-17",2021-04-07,593
"cases","18-54",2021-04-07,1572
"cases","55-64",2021-04-07,201
"cases","65-74",2021-04-07,73
"cases","75-84",2021-04-07,52
"cases","85+",2021-04-07,24
"cases","0-5",2021-04-08,61
"cases","6-17",2021-04-08,522
"cases","18-54",2021-04-08,1554
"cases","55-64",2021-04-08,184
"cases","65-74",2021-04-08,78
"cases","75-84",2021-04-08,41
"cases","85+",2021-04-08,27
"cases","0-5",2021-04-09,44
"cases","6-17",2021-04-09,430
"cases","18-54",2021-04-09,1467
"cases","55-64",2021-04-09,199
"cases","65-74",2021-04-09,80
"cases","75-84",2021-04-09,60
"cases","85+",2021-04-09,24
"cases","0-5",2021-04-10,33
"cases","6-17",2021-04-10,389
"cases","18-54",2021-04-10,1168
"cases","55-64",2021-04-10,144
"cases","65-74",2021-04-10,75
"cases","75-84",2021-04-10,47
"cases","85+",2021-04-10,22
"cases","0-5",2021-04-11,40
"cases","6-17",2021-04-11,530
"cases","18-54",2021-04-11,1098
"cases","55-64",2021-04-11,133
"cases","65-74",2021-04-11,58
"cases","75-84",2021-04-11,22
"cases","85+",2021-04-11,10
"cases","0-5",2021-04-12,51
"cases","6-17",2021-04-12,469
"cases","18-54",2021-04-12,1384
"cases","55-64",2021-04-12,175
"cases","65-74",2021-04-12,81
"cases","75-84",2021-04-12,35
"cases","85+",2021-04-12,31
"cases","0-5",2021-04-13,45
"cases","6-17",2021-04-13,359
"cases","18-54",2021-04-13,1193
"cases","55-64",2021-04-13,151
"cases","65-74",2021-04-13,72
"cases","75-84",2021-04-13,45
"cases","85+",2021-04-13,31
"cases","0-5",2021-04-14,34
"cases","6-17",2021-04-14,416
"cases","18-54",2021-04-14,1196
"cases","55-64",2021-04-14,154
"cases","65-74",2021-04-14,71
"cases","75-84",2021-04-14,36
"cases","85+",2021-04-14,29
"cases","0-5",2021-04-15,47
"cases","6-17",2021-04-15,417
"cases","18-54",2021-04-15,1092
"cases","55-64",2021-04-15,128
"cases","65-74",2021-04-15,60
"cases","75-84",2021-04-15,37
"cases","85+",2021-04-15,13
"cases","0-5",2021-04-16,38
"cases","6-17",2021-04-16,361
"cases","18-54",2021-04-16,1118
"cases","55-64",2021-04-16,138
"cases","65-74",2021-04-16,81
"cases","75-84",2021-04-16,37
"cases","85+",2021-04-16,19
"cases","0-5",2021-04-17,27
"cases","6-17",2021-04-17,269
"cases","18-54",2021-04-17,831
"cases","55-64",2021-04-17,98
"cases","65-74",2021-04-17,48
"cases","75-84",2021-04-17,21
"cases","85+",2021-04-17,10
"cases","0-5",2021-04-18,28
"cases","6-17",2021-04-18,823
"cases","18-54",2021-04-18,1053
"cases","55-64",2021-04-18,139
"cases","65-74",2021-04-18,47
"cases","75-84",2021-04-18,19
"cases","85+",2021-04-18,17
"cases","0-5",2021-04-19,40
"cases","6-17",2021-04-19,524
"cases","18-54",2021-04-19,1234
"cases","55-64",2021-04-19,178
"cases","65-74",2021-04-19,80
"cases","75-84",2021-04-19,38
"cases","85+",2021-04-19,19
"cases","0-5",2021-04-20,60
"cases","6-17",2021-04-20,423
"cases","18-54",2021-04-20,1192
"cases","55-64",2021-04-20,138
"cases","65-74",2021-04-20,71
"cases","75-84",2021-04-20,34
"cases","85+",2021-04-20,15
"cases","0-5",2021-04-21,39
"cases","6-17",2021-04-21,597
"cases","18-54",2021-04-21,1197
"cases","55-64",2021-04-21,159
"cases","65-74",2021-04-21,80
"cases","75-84",2021-04-21,30
"cases","85+",2021-04-21,18
"cases","0-5",2021-04-22,39
"cases","6-17",2021-04-22,473
"cases","18-54",2021-04-22,1103
"cases","55-64",2021-04-22,151
"cases","65-74",2021-04-22,66
"cases","75-84",2021-04-22,31
"cases","85+",2021-04-22,13
"cases","0-5",2021-04-23,40
"cases","6-17",2021-04-23,321
"cases","18-54",2021-04-23,990
"cases","55-64",2021-04-23,123
"cases","65-74",2021-04-23,64
"cases","75-84",2021-04-23,22
"cases","85+",2021-04-23,14
"cases","0-5",2021-04-24,35
"cases","6-17",2021-04-24,279
"cases","18-54",2021-04-24,726
"cases","55-64",2021-04-24,80
"cases","65-74",2021-04-24,46
"cases","75-84",2021-04-24,28
"cases","85+",2021-04-24,7
"cases","0-5",2021-04-25,33
"cases","6-17",2021-04-25,614
"cases","18-54",2021-04-25,919
"cases","55-64",2021-04-25,123
"cases","65-74",2021-04-25,51
"cases","75-84",2021-04-25,20
"cases","85+",2021-04-25,10
"cases","0-5",2021-04-26,49
"cases","6-17",2021-04-26,528
"cases","18-54",2021-04-26,1244
"cases","55-64",2021-04-26,159
"cases","65-74",2021-04-26,71
"cases","75-84",2021-04-26,20
"cases","85+",2021-04-26,9
"cases","0-5",2021-04-27,33
"cases","6-17",2021-04-27,446
"cases","18-54",2021-04-27,1001
"cases","55-64",2021-04-27,117
"cases","65-74",2021-04-27,53
"cases","75-84",2021-04-27,27
"cases","85+",2021-04-27,14
"cases","0-5",2021-04-28,38
"cases","6-17",2021-04-28,634
"cases","18-54",2021-04-28,1121
"cases","55-64",2021-04-28,118
"cases","65-74",2021-04-28,65
"cases","75-84",2021-04-28,26
"cases","85+",2021-04-28,9
"cases","0-5",2021-04-29,33
"cases","6-17",2021-04-29,470
"cases","18-54",2021-04-29,981
"cases","55-64",2021-04-29,143
"cases","65-74",2021-04-29,61
"cases","75-84",2021-04-29,17
"cases","85+",2021-04-29,10
"cases","0-5",2021-04-30,28
"cases","6-17",2021-04-30,317
"cases","18-54",2021-04-30,857
"cases","55-64",2021-04-30,122
"cases","65-74",2021-04-30,43
"cases","75-84",2021-04-30,13
"cases","85+",2021-04-30,22
"cases","0-5",2021-05-01,25
"cases","6-17",2021-05-01,276
"cases","18-54",2021-05-01,683
"cases","55-64",2021-05-01,86
"cases","65-74",2021-05-01,24
"cases","75-84",2021-05-01,22
"cases","85+",2021-05-01,7
"cases","0-5",2021-05-02,34
"cases","6-17",2021-05-02,415
"cases","18-54",2021-05-02,616
"cases","55-64",2021-05-02,84
"cases","65-74",2021-05-02,40
"cases","75-84",2021-05-02,15
"cases","85+",2021-05-02,7
"cases","0-5",2021-05-03,37
"cases","6-17",2021-05-03,563
"cases","18-54",2021-05-03,894
"cases","55-64",2021-05-03,126
"cases","65-74",2021-05-03,56
"cases","75-84",2021-05-03,12
"cases","85+",2021-05-03,5
"cases","0-5",2021-05-04,58
"cases","6-17",2021-05-04,614
"cases","18-54",2021-05-04,1120
"cases","55-64",2021-05-04,143
"cases","65-74",2021-05-04,59
"cases","75-84",2021-05-04,27
"cases","85+",2021-05-04,14
"cases","0-5",2021-05-05,35
"cases","6-17",2021-05-05,654
"cases","18-54",2021-05-05,1125
"cases","55-64",2021-05-05,131
"cases","65-74",2021-05-05,46
"cases","75-84",2021-05-05,29
"cases","85+",2021-05-05,6
"cases","0-5",2021-05-06,32
"cases","6-17",2021-05-06,526
"cases","18-54",2021-05-06,1032
"cases","55-64",2021-05-06,120
"cases","65-74",2021-05-06,60
"cases","75-84",2021-05-06,16
"cases","85+",2021-05-06,9
"cases","0-5",2021-05-07,38
"cases","6-17",2021-05-07,378
"cases","18-54",2021-05-07,946
"cases","55-64",2021-05-07,89
"cases","65-74",2021-05-07,48
"cases","75-84",2021-05-07,29
"cases","85+",2021-05-07,13
"cases","0-5",2021-05-08,33
"cases","6-17",2021-05-08,316
"cases","18-54",2021-05-08,707
"cases","55-64",2021-05-08,85
"cases","65-74",2021-05-08,36
"cases","75-84",2021-05-08,19
"cases","85+",2021-05-08,6
"cases","0-5",2021-05-09,39
"cases","6-17",2021-05-09,659
"cases","18-54",2021-05-09,940
"cases","55-64",2021-05-09,134
"cases","65-74",2021-05-09,43
"cases","75-84",2021-05-09,19
"cases","85+",2021-05-09,10
"cases","0-5",2021-05-10,49
"cases","6-17",2021-05-10,693
"cases","18-54",2021-05-10,1218
"cases","55-64",2021-05-10,138
"cases","65-74",2021-05-10,42
"cases","75-84",2021-05-10,15
"cases","85+",2021-05-10,9
"cases","0-5",2021-05-11,36
"cases","6-17",2021-05-11,487
"cases","18-54",2021-05-11,993
"cases","55-64",2021-05-11,136
"cases","65-74",2021-05-11,54
"cases","75-84",2021-05-11,22
"cases","85+",2021-05-11,13
"cases","0-5",2021-05-12,34
"cases","6-17",2021-05-12,518
"cases","18-54",2021-05-12,1022
"cases","55-64",2021-05-12,108
"cases","65-74",2021-05-12,47
"cases","75-84",2021-05-12,22
"cases","85+",2021-05-12,12
"cases","0-5",2021-05-13,38
"cases","6-17",2021-05-13,462
"cases","18-54",2021-05-13,947
"cases","55-64",2021-05-13,136
"cases","65-74",2021-05-13,51
"cases","75-84",2021-05-13,11
"cases","85+",2021-05-13,8
"cases","0-5",2021-05-14,43
"cases","6-17",2021-05-14,425
"cases","18-54",2021-05-14,837
"cases","55-64",2021-05-14,88
"cases","65-74",2021-05-14,37
"cases","75-84",2021-05-14,13
"cases","85+",2021-05-14,13
"cases","0-5",2021-05-15,30
"cases","6-17",2021-05-15,360
"cases","18-54",2021-05-15,727
"cases","55-64",2021-05-15,77
"cases","65-74",2021-05-15,36
"cases","75-84",2021-05-15,16
"cases","85+",2021-05-15,6
"cases","0-5",2021-05-16,30
"cases","6-17",2021-05-16,557
"cases","18-54",2021-05-16,779
"cases","55-64",2021-05-16,93
"cases","65-74",2021-05-16,36
"cases","75-84",2021-05-16,16
"cases","85+",2021-05-16,8
"cases","0-5",2021-05-17,45
"cases","6-17",2021-05-17,762
"cases","18-54",2021-05-17,1216
"cases","55-64",2021-05-17,125
"cases","65-74",2021-05-17,61
"cases","75-84",2021-05-17,19
"cases","85+",2021-05-17,12
"cases","0-5",2021-05-18,58
"cases","6-17",2021-05-18,713
"cases","18-54",2021-05-18,1171
"cases","55-64",2021-05-18,118
"cases","65-74",2021-05-18,47
"cases","75-84",2021-05-18,18
"cases","85+",2021-05-18,14
"cases","0-5",2021-05-19,60
"cases","6-17",2021-05-19,770
"cases","18-54",2021-05-19,1160
"cases","55-64",2021-05-19,108
"cases","65-74",2021-05-19,39
"cases","75-84",2021-05-19,16
"cases","85+",2021-05-19,13
"cases","0-5",2021-05-20,53
"cases","6-17",2021-05-20,583
"cases","18-54",2021-05-20,1072
"cases","55-64",2021-05-20,127
"cases","65-74",2021-05-20,48
"cases","75-84",2021-05-20,13
"cases","85+",2021-05-20,11
"cases","0-5",2021-05-21,62
"cases","6-17",2021-05-21,539
"cases","18-54",2021-05-21,993
"cases","55-64",2021-05-21,129
"cases","65-74",2021-05-21,41
"cases","75-84",2021-05-21,22
"cases","85+",2021-05-21,9
"cases","0-5",2021-05-22,46
"cases","6-17",2021-05-22,469
"cases","18-54",2021-05-22,835
"cases","55-64",2021-05-22,104
"cases","65-74",2021-05-22,49
"cases","75-84",2021-05-22,20
"cases","85+",2021-05-22,8
"cases","0-5",2021-05-23,39
"cases","6-17",2021-05-23,676
"cases","18-54",2021-05-23,955
"cases","55-64",2021-05-23,113
"cases","65-74",2021-05-23,30
"cases","75-84",2021-05-23,19
"cases","85+",2021-05-23,7
"cases","0-5",2021-05-24,55
"cases","6-17",2021-05-24,893
"cases","18-54",2021-05-24,1401
"cases","55-64",2021-05-24,179
"cases","65-74",2021-05-24,44
"cases","75-84",2021-05-24,27
"cases","85+",2021-05-24,9
"cases","0-5",2021-05-25,58
"cases","6-17",2021-05-25,888
"cases","18-54",2021-05-25,1504
"cases","55-64",2021-05-25,137
"cases","65-74",2021-05-25,44
"cases","75-84",2021-05-25,31
"cases","85+",2021-05-25,12
"cases","0-5",2021-05-26,60
"cases","6-17",2021-05-26,970
"cases","18-54",2021-05-26,1778
"cases","55-64",2021-05-26,149
"cases","65-74",2021-05-26,70
"cases","75-84",2021-05-26,26
"cases","85+",2021-05-26,12
"cases","0-5",2021-05-27,71
"cases","6-17",2021-05-27,951
"cases","18-54",2021-05-27,1666
"cases","55-64",2021-05-27,170
"cases","65-74",2021-05-27,55
"cases","75-84",2021-05-27,32
"cases","85+",2021-05-27,8
"cases","0-5",2021-05-28,64
"cases","6-17",2021-05-28,822
"cases","18-54",2021-05-28,1661
"cases","55-64",2021-05-28,178
"cases","65-74",2021-05-28,62
"cases","75-84",2021-05-28,21
"cases","85+",2021-05-28,13
"cases","0-5",2021-05-29,54
"cases","6-17",2021-05-29,701
"cases","18-54",2021-05-29,1430
"cases","55-64",2021-05-29,125
"cases","65-74",2021-05-29,40
"cases","75-84",2021-05-29,19
"cases","85+",2021-05-29,16
"cases","0-5",2021-05-30,46
"cases","6-17",2021-05-30,783
"cases","18-54",2021-05-30,1446
"cases","55-64",2021-05-30,163
"cases","65-74",2021-05-30,50
"cases","75-84",2021-05-30,33
"cases","85+",2021-05-30,10
"cases","0-5",2021-05-31,49
"cases","6-17",2021-05-31,888
"cases","18-54",2021-05-31,1836
"cases","55-64",2021-05-31,177
"cases","65-74",2021-05-31,66
"cases","75-84",2021-05-31,26
"cases","85+",2021-05-31,16
"cases","0-5",2021-06-01,79
"cases","6-17",2021-06-01,1064
"cases","18-54",2021-06-01,2794
"cases","55-64",2021-06-01,241
"cases","65-74",2021-06-01,78
"cases","75-84",2021-06-01,32
"cases","85+",2021-06-01,24
"cases","0-5",2021-06-02,87
"cases","6-17",2021-06-02,1172
"cases","18-54",2021-06-02,3270
"cases","55-64",2021-06-02,229
"cases","65-74",2021-06-02,87
"cases","75-84",2021-06-02,37
"cases","85+",2021-06-02,18
"cases","0-5",2021-06-03,106
"cases","6-17",2021-06-03,1176
"cases","18-54",2021-06-03,3299
"cases","55-64",2021-06-03,242
"cases","65-74",2021-06-03,84
"cases","75-84",2021-06-03,39
"cases","85+",2021-06-03,8
"cases","0-5",2021-06-04,83
"cases","6-17",2021-06-04,1053
"cases","18-54",2021-06-04,3201
"cases","55-64",2021-06-04,268
"cases","65-74",2021-06-04,85
"cases","75-84",2021-06-04,39
"cases","85+",2021-06-04,6
"cases","0-5",2021-06-05,67
"cases","6-17",2021-06-05,938
"cases","18-54",2021-06-05,2526
"cases","55-64",2021-06-05,203
"cases","65-74",2021-06-05,77
"cases","75-84",2021-06-05,27
"cases","85+",2021-06-05,12
"cases","0-5",2021-06-06,69
"cases","6-17",2021-06-06,1331
"cases","18-54",2021-06-06,2843
"cases","55-64",2021-06-06,238
"cases","65-74",2021-06-06,78
"cases","75-84",2021-06-06,28
"cases","85+",2021-06-06,15
